g	Prefix	Level (cm-1)	Suffix
13	""	"50522.944"	""	
11	""	"50703.870"	""	
9	""	"50979.579"	""	
7	""	"51219.015"	""	
5	""	"51370.145"	""	
7	""	"50586.878"	""	
9	""	"50613.983"	""	
15	""	"50651.632"	""	
13	""	"50967.831"	""	
11	""	"51228.553"	""	
9	""	"51334.911"	""	
7	""	"51460.518"	""	
5	""	"51539.720"	""	
3	""	"51566.802"	""	
11	""	"51016.660"	""	
9	""	"51381.457"	""	
7	""	"51619.076"	""	
5	""	"51827.413"	""	
3	""	"51945.817"	""	
13	""	"51023.162"	""	
11	""	"51068.718"	""	
9	""	"51409.124"	""	
9	""	"51076.628"	""	
7	""	"51361.391"	""	
5	""	"51630.001"	""	
3	""	"51827.854"	""	
1	""	"51941.540"	""	
11	""	"51103.191"	""	
9	""	"51461.670"	""	
7	""	"51604.103"	""	
5	""	"51705.014"	""	
3	""	"51754.497"	""	
5	""	"51148.910"	""	
5	""	"51201.289"	""	
9	""	"51304.604"	""	
7	""	"51365.311"	""	
7	""	"51294.220"	""	
5	""	"51739.920"	""	
3	""	"52039.892"	""	
9	""	"51350.492"	""	
7	""	"51770.557"	""	
5	""	"52049.823"	""	
3	""	"52214.345"	""	
1	""	"52257.346"	""	
11	""	"51373.910"	""	
9	""	"51668.186"	""	
7	""	"51825.773"	""	
7	""	"51570.097"	""	
11	""	"51630.178"	""	
7	""	"51692.010"	""	
5	""	"51944.784"	""	
3	""	"52110.601"	""	
5	""	"51708.307"	""	
5	""	"51762.076"	""	
7	""	"51837.238"	""	
3	""	"52019.669"	""	
5	""	"52067.469"	""	
7	""	"51969.101"	""	
5	""	"52296.920"	""	
3	""	"52512.457"	""	
3	""	"52180.820"	""	
7	""	"52213.230"	""	
5	""	"52682.920"	""	
3	""	"52857.804"	""	
13	""	"52431.447"	""	
11	""	"52613.090"	""	
9	""	"52768.743"	""	
13	""	"52513.560"	""	
15	""	"52654.992"	""	
11	""	"52898.998"	""	
11	""	"52807.001"	""	
9	""	"54017.581"	""	
7	""	"54357.405"	""	
5	""	"52916.295"	""	
3	""	"53229.941"	""	
9	""	"52953.629"	""	
7	""	"53357.515"	""	
5	""	"53749.405"	""	
11	""	"53061.318"	""	
9	""	"53393.673"	""	
7	""	"53830.975"	""	
5	""	"54257.502"	""	
3	""	"54386.186"	""	
13	""	"53069.357"	""	
11	""	"53586.510"	""	
9	""	"53852.114"	""	
7	""	"54134.655"	""	
5	""	"54257.679"	""	
11	""	"53084.789"	""	
9	""	"53388.637"	""	
7	""	"53661.079"	""	
5	""	"54042.527"	""	
3	""	"54224.420"	""	
13	""	"53093.529"	""	
9	""	"53155.145"	""	
7	""	"53545.833"	""	
5	""	"53966.662"	""	
3	""	"54132.551"	""	
7	""	"53160.593"	""	
5	""	"53568.751"	""	
3	""	"53925.200"	""	
13	""	"53169.146"	""	
11	""	"53281.689"	""	
9	""	"53768.979"	""	
7	""	"54161.139"	""	
5	""	"54375.677"	""	
15	""	"53275.183"	""	
13	""	"53352.989"	""	
11	""	"53874.257"	""	
9	""	"54237.213"	""	
7	""	"54490.999"	""	
11	""	"53313.438"	""	
9	""	"53328.835"	""	
7	""	"54289.034"	""	
5	""	"54706.387"	""	
9	""	"53610.412"	""	
7	""	"53784.750"	""	
5	""	"54530.653"	""	
3	""	"54603.140"	""	
3	""	"53696.867"	""	
5	""	"53723.079"	""	
7	""	"53733.594"	""	
9	""	"53881.806"	""	
11	""	"54013.752"	""	
11	""	"53739.438"	""	
9	""	"54066.518"	""	
7	""	"54379.384"	""	
7	""	"53747.500"	""	
5	""	"54066.773"	""	
3	""	"54449.347"	""	
7	""	"53763.280"	""	
11	""	"53800.859"	""	
9	""	"54124.744"	""	
7	""	"54404.779"	""	
5	""	"54611.710"	""	
3	""	"54747.598"	""	
3	""	"53808.356"	""	
7	""	"53837.851"	""	
5	""	"54342.779"	""	
3	""	"54807.250"	""	
13	""	"53840.620"	""	
11	""	"54266.716"	""	
9	""	"54555.418"	""	
7	""	"53891.526"	""	
5	""	"53913.020"	""	
3	""	"53975.744"	""	
9	""	"54301.340"	""	
11	""	"53983.293"	""	
9	""	"54237.415"	""	
7	""	"54600.350"	""	
7	""	"54004.718"	""	
5	""	"54112.230"	""	
3	""	"54271.062"	""	
9	""	"54479.902"	""	
7	""	"54864.831"	""	
5	""	"55134.168"	""	
3	""	"55305.627"	""	
1	""	"55390.520"	""	
9	""	"54683.322"	""	
7	""	"55124.938"	""	
5	""	"55378.811"	""	
9	""	"54810.856"	""	
5	""	"54879.683"	""	
3	""	"55376.090"	""	
1	""	"55726.52"	"?"	
11	""	"55429.819"	""	
7	""	"55790.696"	""	
9	""	"55905.536"	""	
9	""	"55446.008"	""	
13	""	"55489.742"	""	
11	""	"55525.562"	""	
5	""	"55754.233"	""	
11	""	"55907.178"	""	
7	""	"56097.836"	""	
11	""	"56113.887"	""	
9	""	"56516.218"	""	
7	""	"57510.666"	""	
5	""	"57528.512"	""	
3	""	"57754.099"	""	
11	""	"56120.331"	""	
9	""	"56516.744"	""	
7	""	"56555.066"	""	
5	""	"56933.382"	""	
3	""	"57164.14"	""	
9	""	"56207.552"	""	
7	""	"56337.126"	""	
5	""	"56479.463"	""	
3	""	"56735.158"	""	
13	""	"56260.982"	""	
11	""	"56502.957"	""	
9	""	"56756.704"	""	
7	""	"57026.960"	""	
1	""	"57121.604"	""	
5	""	"57140.424"	""	
3	""	"57174.430"	""	
13	""	"56333.960"	""	
11	""	"56382.662"	""	
9	""	"56423.283"	""	
13	""	"56341.860"	""	
11	""	"56550.634"	""	
9	""	"56673.145"	""	
7	""	"57055.616"	""	
5	""	"57233.843"	""	
13	""	"56427.977"	""	
11	""	"56842.733"	""	
5	""	"57029.614"	""	
7	""	"57084.281"	""	
3	""	"57213.744"	""	
9	""	"57307.320"	""	
11	""	"56432.021"	""	
9	""	"56452.018"	""	
5	""	"56842.811"	""	
3	""	"57004.359"	""	
7	""	"57070.371"	""	
7	""	"56462.016"	""	
9	""	"56844.475"	""	
5	""	"57291.238"	""	
15	""	"56536.048"	""	
13	""	"56874.916"	""	
11	""	"57126.823"	""	
9	""	"57155.857"	""	
3	""	"57320.347"	""	
7	""	"57361.366"	""	
5	""	"57450.664"	""	
9	""	"56541.596"	""	
7	""	"56888.423"	""	
5	""	"57190.212"	""	
9	""	"56592.703"	""	
7	""	"56783.322"	""	
5	""	"56858.653"	""	
11	""	"56707.284"	""	
9	""	"57064.346"	""	
7	""	"57343.828"	""	
3	""	"57546.481"	""	
5	""	"57572.513"	""	
5	""	"56720.409"	""	
7	""	"56726.892"	""	
11	""	"56761.878"	""	
5	""	"56952.213"	""	
3	""	"57077.843"	""	
9	""	"57125.250"	""	
9	""	"56732.335"	""	
7	""	"57168.531"	""	
3	""	"57401.144"	""	
5	""	"57415.757"	""	
1	""	"57610.719"	""	
13	""	"56748.901"	""	
11	""	"56751.099"	""	
15	""	"56754.132"	""	
13	""	"56756.503"	""	
11	""	"56754.726"	""	
9	""	"56754.932"	""	
9	""	"56764.767"	""	
7	""	"56766.053"	""	
7	""	"56777.262"	""	
5	""	"56779.538"	""	
15	""	"56778.773"	""	
17	""	"56778.791"	""	
5	""	"56789.699"	""	
3	""	"56791.623"	""	
9	""	"56808.267"	""	
7	""	"57218.827"	""	
5	""	"57790.909"	""	
7	""	"56871.345"	""	
5	""	"57437.194"	""	
3	""	"57741.472"	""	
9	""	"56951.301"	""	
15	""	"57027.513"	""	
13	""	"57070.171"	""	
11	""	"57104.217"	""	
5	""	"57074.915"	""	
7	""	"57346.148"	""	
11	""	"57145.784"	""	
9	""	"57147.171"	""	
13	""	"57146.772"	""	
11	""	"57147.784"	""	
9	""	"57149.113"	""	
7	""	"57149.702"	""	
7	""	"57149.845"	""	
5	""	"57152.415"	""	
3	""	"57152.267"	""	
5	""	"57154.269"	""	
15	""	"57152.335"	""	
13	""	"57153.171"	""	
3	""	"57154.996"	""	
1	""	"57156.059"	""	
7	""	"57160.142"	""	
5	""	"57403.134"	""	
3	""	"57421.469"	""	
3	""	"57426.437"	""	
5	""	"57427.576"	""	
13	""	"57428.064"	""	
11	""	"57429.097"	""	
5	""	"57431.116"	""	
7	""	"57432.848"	""	
9	""	"57437.801"	""	
7	""	"57439.486"	""	
11	""	"57437.928"	""	
9	""	"57439.223"	""	
7	""	"57438.267"	""	
9	""	"57550.010"	""	
7	""	"57641.001"	""	
5	""	"57708.741"	""	
7	""	"57565.305"	""	
3	""	"57617.009"	""	
5	""	"57618.806"	""	
11	""	"57620.792"	""	
9	""	"57621.928"	""	
7	""	"57631.095"	""	
5	""	"57632.654"	""	
9	""	"57641.219"	""	
7	""	"57642.383"	""	
11	""	"57660.953"	""	
9	""	"58118.875"	""	
7	""	"58132.081"	""	
3	""	"58363.424"	""	
5	""	"58512.387"	""	
9	""	"57697.493"	""	
7	""	"57813.942"	""	
5	""	"57974.137"	""	
3	""	"58283.204"	""	
7	""	"57743.052"	""	
5	""	"57743.370"	""	
9	""	"57743.133"	""	
7	""	"57744.932"	""	
9	""	"57763.824"	""	
7	""	"58033.506"	""	
5	""	"58330.568"	""	
3	""	"58520.003"	""	
11	""	"57897.051"	""	
9	""	"57917.254"	""	
5	""	"58961.996"	""	
7	""	"59089.628"	""	
5	""	"57999.461"	""	
3	""	"59343.807"	""	
13	""	"58001.938"	""	
11	""	"58271.462"	""	
9	""	"58520.163"	""	
7	""	"58710.047"	""	
5	""	"58824.845"	""	
11	""	"58018.561"	""	
9	""	"58334.613"	""	
7	""	"58600.344"	""	
5	""	"58132.249"	""	
7	""	"58276.260"	""	
3	""	"58394.864"	""	
11	""	"58147.007"	""	
9	""	"58481.301"	""	
7	""	"58757.628"	""	
5	""	"58906.116"	""	
3	""	"58977.502"	""	
9	""	"58197.914"	""	
7	""	"58480.308"	""	
5	""	"58683.804"	""	
3	""	"58759.579"	""	
5	""	"58213.124"	""	
7	""	"58481.855"	""	
9	""	"58321.383"	""	
7	""	"58762.456"	""	
5	""	"59035.762"	""	
3	""	"59113.339"	""	
11	""	"58492.235"	""	
9	""	"58965.275"	""	
11	""	"58591.206"	""	
9	""	"58592.074"	""	
9	""	"58661.978"	""	
7	""	"58674.459"	""	
5	""	"59105.296"	""	
3	""	"59360.198"	""	
7	""	"58682.322"	""	
3	""	"58965.752"	""	
5	""	"58979.823"	""	
13	""	"58700.540"	""	
11	""	"58700.834"	""	
13	""	"58702.681"	""	
15	""	"58706.068"	""	
9	""	"58704.913"	""	
11	""	"58707.383"	""	
15	""	"58710.811"	""	
9	""	"58711.247"	""	
7	""	"58714.648"	""	
17	""	"58718.498"	""	
15	""	"58722.564"	""	
7	""	"58719.040"	""	
5	""	"58723.289"	""	
15	""	"58792.255"	""	
13	""	"58946.732"	""	
11	""	"59085.827"	""	
11	""	"58812.015"	""	
9	""	"59204.233"	""	
7	""	"58831.230"	""	
9	""	"58906.436"	""	
5	""	"58921.963"	""	
3	""	"59077.084"	""	
13	""	"59124.074"	""	
11	""	"59182.72"	""	
11	""	"59126.75"	""	
9	""	"59133.61"	""	
13	""	"59146.37"	""	
15	""	"59179.134"	""	
3	""	"59154.662"	""	
7	""	"59217.204"	""	
9	""	"59235.48"	""	
7	""	"59251.39"	""	
9	""	"59262.299"	""	
11	""	"59264.884"	""	
13	""	"59263.923"	""	
11	""	"59265.025"	""	
7	""	"59265.477"	""	
9	""	"59265.744"	""	
5	""	"59270.158"	""	
7	""	"59271.318"	""	
15	""	"59271.890"	""	
13	""	"59273.135"	""	
13	""	"59274.562"	""	
13	""	"59275.884"	""	
15	""	"59277.458"	""	
5	""	"59276.239"	""	
15	""	"59290.37"	""	
17	""	"59290.425"	""	
9	""	"59301.904"	""	
7	""	"59522.714"	""	
5	""	"59815.558"	""	
13	""	"59329.646"	""	
15	""	"59329.649"	""	
11	""	"59329.895"	""	
13	""	"59329.896"	""	
17	""	"59331.273"	""	
15	""	"59331.274"	""	
11	""	"59331.290"	""	
9	""	"59331.291"	""	
9	""	"59333.259"	""	
7	""	"59333.261"	""	
7	""	"59335.320"	""	
5	""	"59335.321"	""	
17	""	"59335.72"	""	
19	""	"59335.73"	""	
3	""	"59337.082"	""	
5	""	"59337.085"	""	
3	""	"59338.259"	""	
1	""	"59338.274"	""	
7	""	"59390.684"	""	
11	""	"59463.514"	""	
9	""	"59532.84"	""	
9	""	"59475.63"	""	
7	""	"59520.304"	""	
3	""	"59500.628"	""	
5	""	"59514.13"	""	
7	""	"59538.594"	""	
11	""	"59523.88"	""	
9	""	"59664.704"	""	
5	""	"60533.113"	""	
13	""	"59541.124"	""	
11	""	"59556.32"	""	
5	""	"59569.374"	""	
3	""	"59590.85"	""	
11	""	"59663.964"	""	
15	""	"59669.004"	""	
13	""	"59670.084"	""	
9	""	"59671.467"	""	
7	""	"59671.962"	""	
11	""	"59671.600"	""	
9	""	"59673.113"	""	
7	""	"59679.235"	""	
5	""	"59680.306"	""	
11	""	"59682.173"	""	
5	""	"59687.418"	""	
11	""	"59716.796"	""	
13	""	"59716.797"	""	
11	""	"59716.940"	""	
9	""	"59716.948"	""	
13	""	"59717.083"	""	
15	""	"59717.088"	""	
7	""	"59717.321"	""	
9	""	"59717.329"	""	
5	""	"59717.763"	""	
7	""	"59717.768"	""	
15	""	"59717.944"	""	
17	""	"59717.945"	""	
5	""	"59718.134"	""	
3	""	"59718.134"	""	
11	""	"59718.724"	""	
9	""	"59725.904"	""	
3	""	"59729.17"	""	
3	""	"59766.92"	""	
5	""	"59780.484"	""	
7	""	"59820.664"	""	
5	""	"59843.564"	""	
9	""	"59878.64"	""	
7	""	"59886.70"	""	
9	""	"59947.023"	""	
7	""	"59947.324"	""	
5	""	"59947.766"	""	
7	""	"59952.533"	""	
11	""	"59960.482"	""	
9	""	"59960.956"	""	
3	""	"59968.52"	""	
5	""	"59998.128"	""	
3	""	"59998.132"	""	
13	""	"59999.210"	""	
15	""	"59999.215"	""	
5	""	"59999.394"	""	
7	""	"59999.398"	""	
3	""	"59999.79"	""	
5	""	"60035.04"	""	
7	""	"60000.71"	""	
9	""	"60000.715"	""	
11	""	"60001.341"	""	
13	""	"60001.347"	""	
9	""	"60001.563"	""	
11	""	"60001.579"	""	
7	""	"60075.924"	""	
5	""	"60085.504"	""	
9	""	"60095.599"	""	
7	""	"60172.464"	""	
7	""	"60097.024"	""	
5	""	"60128.60"	""	
3	""	"60178.254"	""	
5	""	"60192.13"	""	
7	""	"60192.14"	""	
11	""	"60193.670"	""	
13	""	"60193.674"	""	
9	""	"60196.433"	""	
7	""	"60196.434"	""	
9	""	"60197.941"	""	
11	""	"60197.944"	""	
3	""	"60215.243"	""	
11	""	"60254.170"	""	
9	""	"60466.164"	""	
7	""	"60563.614"	""	
11	""	"60309.69"	""	
9	""	"60309.704"	""	
9	""	"60309.715"	""	
7	""	"60309.721"	""	
13	""	"60365.637"	""	
11	""	"60549.116"	""	
9	""	"60757.596"	""	
7	""	"60806.670"	""	
9	""	"61724.829"	""	
13	""	"62079.322"	""	
11	""	"62192.735"	""	
9	""	"62377.66"	""	
13	""	"63035.756"	""	
	""	"63737.704"	""	
